f_id,i_id,log_precision
1,1,6.387609404144407
2,1,8.313206943771041
3,1,4.049995091091602
4,1,2.0821210665527543
5,1,1.3317523939219864
6,1,0.8165146880484523
7,1,1.0596847893579782
8,1,1.426913454027517
9,1,1.4026959823662015
10,1,2.717377085837848
11,1,2.8987251167968173
12,1,0.1554270408174687
13,1,0.1660669856218615
14,1,0.2355194958297531
15,1,0.924312317307059
16,1,0.614663250932258
17,1,3.948514888644876
18,1,2.620507497162952
19,1,0.7391424296150882
20,1,2.5057193415174166
21,1,3.323850120007903
23,1,2.468420674123774
24,1,2.6831335275485904
25,1,2.268417573024092
26,1,2.3280745817665696
27,1,2.69558998618434
28,1,2.8345521966691725
29,1,2.993961339720404
30,1,3.1564155660125954
